"OBJECTID..","Shape..","TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","Subres_are","ecosite1","ecosite2","ecosite3","esite","esite_alt","esite_alt2","state_code","State1","State2","State3","DomVeg","dom1","dom2","dom3","dom4","hist_state","grass_dur","ration","ration_dat","remarks","veri_esite","veri_state","esite_veri","state_veri","esite_corr","state_corr","date_chang","agency","person","corr_type","corr_reaso","chng_reaso","old_esite","old_state","old_remark","LU","Shape_Length","Shape_Area","FGString","Dom1FG","Dom2FG","Dom3FG","State1Char","State2Char","State3Char"
3010,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1342.206289,13555.01024,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3011,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",8405.657648,83518.86412,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3012,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1219.092164,11348.7832,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3013,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",296.229331,2138.494464,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3014,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1124.243593,12314.64541,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3015,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",209.158156,1283.437614,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3016,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",6769.619295,86870.06581,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3017,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2415.478358,22943.47964,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3018,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",3489.903817,60855.4564,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3019,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",956.554271,9619.673666,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3020,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1588.650061,17987.79194,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3021,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",622.660663,5583.321021,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3022,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2321.454984,28097.7038,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3023,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1180.273373,10128.52652,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3024,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",3058.163086,32166.49539,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3025,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","Gravelly"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",9734.759776,114319.3726,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3026,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2234.70262,28863.1355,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3027,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1555.848542,12978.73592,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3028,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","Draw"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",20996.8878,285750.839,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3034,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",3383.850094,35610.30508,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3035,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1825.947282,15703.05849,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3036,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",212.0322,1270.483859,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3037,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2226.720844,21272.7494,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3038,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1850.009881,13009.69481,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3039,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",817.834537,5816.461014,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3040,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",10956.07094,131112.2723,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3041,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",566.263988,4231.12939,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3042,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Limestone hills","Gravelly"," ",536,5,3,6,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",272.212581,1678.444076,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Shrubland"
3043,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",2776.380315,46661.92899,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3044,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",299.610315,1781.977152,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3045,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",174.376973,1352.504262,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3046,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",574.697355,5193.574115,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3047,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",18758.34074,259925.0897,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3048,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Gravelly","Loamy","Limestone hills",536,5,3,6,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",676.251336,6690.168148,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Shrubland"
3049,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",4602.1169,76305.56112,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3050,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",7354.820994,111718.3218,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3051,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1865.695931,18141.25936,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3052,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1823.472088,20012.13392,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3053,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",3333.846156,31403.68773,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3054,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",405.36633,4442.340652,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3055,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",570.039529,3296.739745,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3056,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",729.726656,5767.110413,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3057,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",693.388729,6903.691106,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3058,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",429.176809,3951.550476,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3059,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1438.479904,16664.8176,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3060,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1325.962306,15029.61412,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3061,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1345.824936,14334.07671,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3062,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1016.529743,8195.020926,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3063,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1390.305958,15326.32712,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3064,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",3031.380094,28104.1704,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3065,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",816.257216,6312.302837,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3066,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1644.245356,14743.24355,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3067,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",502.467679,5261.968847,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3068,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1849.996624,20938.39788,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3069,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",389.710096,2979.995742,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3070,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",451.074988,3987.032079,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
3071,"Polygon","2445","914","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Drainage","<Null>"," ",537,5,3,7,"NA,NA,NA",NA,NA,NA,NA,"500","<Null>","<Null>","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","7/27/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","500","<Null>","0",1009.214711,8950.063344,"NA,NA,NA",NA,NA,NA,"ShrubDominated","ShrubGrassMix","Bare/Annuals"
